x,y
-5.0,-2.700118062786742
-4.898989898989899,-2.383726461006468
-4.797979797979798,-2.37641907308081
-4.696969696969697,-2.4796411549923745
-4.595959595959596,-2.2866358517570395
-4.494949494949495,-2.318627902969738
-4.393939393939394,-1.813744078005287
-4.292929292929293,-1.8853266735244973
-4.191919191919192,-1.8767992826894007
-4.090909090909091,-1.8093721190027632
-3.9898989898989896,-1.751771129455446
-3.888888888888889,-1.881853524431651
-3.787878787878788,-1.6593036096328624
-3.686868686868687,-1.3013691766308173
-3.5858585858585856,-1.077659955986417
-3.484848484848485,-1.5209584964021874
-3.383838383838384,-1.0274258908591467
-3.282828282828283,-1.356653589221931
-3.1818181818181817,-1.2214320554770404
-3.080808080808081,-1.006286068128555
-2.9797979797979797,-1.1067171037553594
-2.878787878787879,-1.0378002328213354
-2.7777777777777777,-0.5518429303043361
-2.676767676767677,-0.5742926016045317
-2.5757575757575757,-0.8274055093605529
-2.474747474747475,-0.7470102519347681
-2.3737373737373737,-0.1912594254840902
-2.272727272727273,-0.16338162168502424
-2.1717171717171717,-0.212680167356124
-2.070707070707071,-0.03704016594973014
-1.9696969696969697,-0.33963408887838603
-1.868686868686869,0.1798047584151643
-1.7676767676767677,-0.18245464901749087
-1.6666666666666665,0.3658299167726382
-1.5656565656565657,0.3578398648612982
-1.4646464646464645,0.41474605276273413
-1.3636363636363638,0.21152151489501902
-1.2626262626262625,0.5922876516729223
-1.1616161616161618,0.46563746825415875
-1.0606060606060606,0.4013754033609423
-0.9595959595959593,0.8898356099985985
-0.858585858585859,0.6965456708830476
-0.7575757575757578,1.0875446172584828
-0.6565656565656566,0.7544950657898706
-0.5555555555555554,0.993080007436582
-0.45454545454545503,0.8874188527578717
-0.3535353535353538,0.9304597300706579
-0.2525252525252526,1.3257845876494645
-0.15151515151515138,1.1762152668895098
-0.050505050505050164,1.5444611011359235
0.050505050505050164,1.4936246928823422
0.15151515151515138,1.3579639236882488
0.2525252525252526,1.4217794288495433
0.3535353535353538,1.8041493610358155
0.45454545454545414,2.1405085340805763
0.5555555555555554,1.9109815713791742
0.6565656565656566,1.889113651197692
0.7575757575757578,2.132830793752858
0.8585858585858581,1.9703916023766204
0.9595959595959593,2.074969106629162
1.0606060606060606,2.201770226237385
1.1616161616161618,2.6140301341842753
1.262626262626262,2.251848136430987
1.3636363636363633,2.84748686256412
1.4646464646464645,2.774124165899349
1.5656565656565657,2.9902664177276153
1.666666666666667,2.6063854389555092
1.7676767676767673,3.0237916229961668
1.8686868686868685,3.0890431466132897
1.9696969696969697,3.1735135832141137
2.070707070707071,3.4231041544155043
2.1717171717171713,3.4777814213425486
2.2727272727272725,3.361524979384201
2.3737373737373737,3.332035526901814
2.474747474747475,3.389568384298524
2.5757575757575752,3.8130745653613194
2.6767676767676765,3.419395189936175
2.7777777777777777,3.456787196444921
2.878787878787879,3.8943786775979383
2.9797979797979792,3.654825729023112
3.0808080808080813,3.8215689001547117
3.1818181818181817,4.245593894165945
3.282828282828282,3.8663796135176782
3.383838383838384,4.020555198302255
3.4848484848484844,4.286321178084269
3.5858585858585865,4.6418703441479785
3.686868686868687,4.749140100742635
3.787878787878787,4.277481249914405
3.8888888888888893,4.523422587509342
3.9898989898989896,4.439815331839176
4.09090909090909,4.496385341558975
4.191919191919192,4.838929257701083
4.292929292929292,4.764236258760242
4.3939393939393945,5.231279848265433
4.494949494949495,4.939788988801221
4.595959595959595,5.1313588014786795
4.696969696969697,5.009944846928301
4.797979797979798,5.598359395565113
4.8989898989899,5.455917301487743
5.0,5.374600018905087
