x,y
-1.5,1.6843056812522104
-1.4696969696969697,1.790455641123363
-1.4393939393939394,1.6039316846263794
-1.4090909090909092,1.6779026213294186
-1.378787878787879,1.4734715932536062
-1.3484848484848484,1.4821921108159015
-1.3181818181818181,1.4214677663446527
-1.2878787878787878,1.4313121510051168
-1.2575757575757576,1.2737248587621652
-1.2272727272727273,1.3023456359184586
-1.196969696969697,1.4529807265275598
-1.1666666666666665,1.0601674339826912
-1.1363636363636362,1.2421713116975228
-1.106060606060606,1.1563995792290886
-1.0757575757575757,1.0265480686367914
-1.0454545454545454,0.9910576301871606
-1.0151515151515151,0.9544864521124287
-0.9848484848484849,0.8574863883470321
-0.9545454545454546,0.8845107356056252
-0.9242424242424242,1.050001786557252
-0.8939393939393939,0.7240529755363676
-0.8636363636363636,0.8972415455977939
-0.8333333333333333,0.9465973935164405
-0.803030303030303,0.7673721456668186
-0.7727272727272727,0.558617420327358
-0.7424242424242424,0.6752047296219981
-0.7121212121212122,0.4500290386691435
-0.6818181818181818,0.4363214698299263
-0.6515151515151515,0.5066219826141838
-0.6212121212121212,0.6015679941020768
-0.5909090909090908,0.27844407234790747
-0.5606060606060606,0.39751136236037
-0.5303030303030303,0.45692658698299066
-0.5,0.1312252243062646
-0.4696969696969697,0.22659568819166065
-0.43939393939393945,0.2540425170015258
-0.40909090909090917,0.08579650424067956
-0.3787878787878787,0.2306098779731129
-0.3484848484848484,0.21782223212882568
-0.3181818181818181,-0.026861781293911424
-0.28787878787878785,-0.01112528760855852
-0.25757575757575757,9.121639123893521e-05
-0.2272727272727273,-0.12041101934700432
-0.19696969696969702,-0.17337309323145106
-0.16666666666666652,-0.18896494489323779
-0.13636363636363624,-0.25528863311054645
-0.10606060606060597,-0.28093912153267775
-0.07575757575757569,-0.20048604820974975
-0.045454545454545414,-0.5222526358569445
-0.015151515151515138,-0.3749413963990543
0.015151515151515138,-0.6684088415372604
0.045454545454545414,-0.6544435934571048
0.07575757575757569,-0.4793327572904078
0.10606060606060619,-0.6263137921175665
0.13636363636363646,-0.8495257415956401
0.16666666666666674,-0.7792833583518544
0.19696969696969702,-0.820319120501191
0.2272727272727273,-0.8182881329333704
0.25757575757575757,-0.767250933854631
0.28787878787878785,-1.0385122834962153
0.31818181818181834,-1.163435308503129
0.3484848484848486,-1.0339569052849162
0.3787878787878789,-1.2306315678235287
0.40909090909090917,-0.9210880683899041
0.43939393939393945,-1.3232817032319117
0.4696969696969697,-1.3436072868551605
0.5,-1.4077208740930713
0.5303030303030303,-1.228800536835823
0.5606060606060606,-1.3900240446432004
0.5909090909090908,-1.464910967278589
0.6212121212121211,-1.510215715259524
0.6515151515151514,-1.6305152210198546
0.6818181818181817,-1.3681728313215666
0.7121212121212124,-1.5325572691739238
0.7424242424242427,-1.4347994903932713
0.7727272727272729,-1.8232558034076294
0.8030303030303032,-1.6200549688556936
0.8333333333333335,-1.6034017440471986
0.8636363636363638,-1.6951115231159144
0.893939393939394,-1.7659338392339445
0.9242424242424243,-1.8923045492962707
0.9545454545454546,-1.762282274295363
0.9848484848484849,-1.9055263820744115
1.0151515151515151,-1.8481758320206183
1.0454545454545454,-2.046904670842122
1.0757575757575757,-1.9872761750083254
1.106060606060606,-2.1281887046261954
1.1363636363636362,-2.386961872162828
1.166666666666667,-2.3504792393161775
1.1969696969696972,-2.2226488711125167
1.2272727272727275,-2.3478804210542914
1.2575757575757578,-2.476465641555846
1.287878787878788,-2.4555524035657497
1.3181818181818183,-2.4434080659219726
1.3484848484848486,-2.63326861326717
1.378787878787879,-2.3756746661791284
1.4090909090909092,-2.5354982832411577
1.4393939393939394,-2.7585749773633172
1.4696969696969697,-2.6834796249712762
1.5,-2.562823479048645
